edge
13655067#0
-431767318#1
131194129#3
272171169
213106719
12098782#6
-37181832#1
8038822
-12787707#0
316294342#1
31626956#5
31626956#2
23312963#3
24608401
-444946239
412792762
-848357122#1
848357122#1
871822606
62140739#1
-36128959#1
875800266
875800264
158387864#7
23999406
-4590683#0
881678625#1
32133766
47241806#3
31626956#6
31626956#6
31626956#6
23184011
31626956#0
692560997
692560997
23312956#0
903117232#1
23320456#1
47241806#2
823051186#4
823051188#2
-195373481#0
37842556
207082667#2
692610300#1
15021494#6
823051186#5
1230154339
823051185#4
-22793652#0
62140554#1
31626956#0
31626956#0
4811293
31626956#2
823051188#2
38360677#1
937818262#2
23184032
23184032
47241806#2
23184031
32197257
4807784#2
23184029
4807770#1
4807770#1
-23386391#1
23184015#1
23184015#1
911891329
-672266102#2
148840363
148840345#2
124806874#0
394594346
23320804#0
-12098782#6
23534522#0
-67042101
-25995898#9
167670536#10
167670536#10
62140554#2
-387498880#0
278896618#1
344566273#0
316354387#1
70237450#1
39761675#1
39761675#2
39761675#0
1020368373
-169121712#0
-26969221#9
-113522077#1
112518515#1
112518522#1
-113522077#1
531514916
112518515#1
-113522077#2
23551521#5
23551521#5
23551521#5
-163491634
172027500#3
62141607#4
925072597#0
925072598
387401262#7
-283413806#0
23184031
-34393477#1
1169441401
-27294187#4
23551521#7
23551521#5
167670536#10
12511170#4
149650133#0
149650133#0
-481324298
692561009
823046840#0
27294190#0
-696225646#1
23184031
823051188#1
292480863#2
738775115#5
62140554#1
-871822606
823051186#3
75077809
4807774#3
31626956#5
4807773#2
31626956#4
31626956#6
31626956#6
31626956#4
31626956#6
23184013
639046670#3
332193967#2
558323894
-875800261#1
694116153#2
-23032884#5
958804467#0
4807880#0
-57390265#0
875800264
244297632
-4807774#2
202499351#3
-875800261#0
-12787707#0
-231875722#1
639046670#3
875800264
35327641#2
-231875722#2
448018991
272171169
159029500#1
-23471086#1
387296035#0
181651725#1
4807773#2
-558323894
558323894
-558323894
558323894
558323894
-788313637#1
23471006#0
8026844#2
-24508745#7
639921108#1
-202580281
23313208
23386383
-37764910#0
-122025254
37764829#0
-452947498
91632926#1
639921147#0
639921108#1
4807880#0
823051188#2
823051186#4
823051188#2
823051188#1
-216941288
23092999#2
25935612#0
441529519
823051186#4
95158562#2
-89891461#0
-302427200
946778161
-101742269#2
37181832#3
220172595
169120177
316354387#1
5047080#1
-95158558#2
-23551686#1
-42326258#0
692610296#0
692610303#2
823051188#1
-4807751#2
106675107#0
167670536#9
9054575
699824707#0
699824715#3
699824707#0
699824707#0
432904494#2
699824707#0
699824707#0
432904494#2
-216941288
699824707#0
278898015#0
432904494#2
103703602#0
244297632
35327641#2
-343305746#0
-37181833#0
288809225#2
288809225#2
23320401#1
384338154#2
758588895#5
-70531942#0
894722995
-23174414
393224807
-283413806#0
-281956705#3
126109382
42512534#0
692621734
31626934#1
10419530#5
577367722#0
4811453#7
-38585496#1
-8026679#4
823051188#2
-345736617#0
39551108#0
903117232#1
925072598
-163491638#1
36919857#0
-4807774#2
-875842009
23312959#0
283020977#1
5047080#0
47241806#3
823051188#1
28674712
387401258#0
-278026024#0
323485009#2
126108295
323485009#2
323485009#2
19595510#0
98942086#1
323485009#2
-168550568
-12098782#0
4811293
-431767318#0
12098782#7
823051186#4
309741181
131194128#3
131194128#3
163494327#1
126108297
29461965#1
131194128#3
23312969#1
-22939381#0
-22889927#0
24977241#0
77250268#3
332193965
-22939397
36989717#0
387401262#4
848357122#1
-46846325#0
27531049#1
1020368373
1020368373
1020368373
1020368373
1020368373
694116191#0
-27531049#4
39761675#3
281675732
-25973413#1
38388540
57869854
-31151996#0
-95158558#2
95158562#2
-1125273238
95158562#2
95158562#2
220151070#4
5047080#2
5047080#2
54883366#0
-22939381#0
-1079618314#0
-24321579#3
-24321579#3
283020976#1
47241806#2
1230154339
-37181838#1
692610324#0
29461965#1
823051186#4
316354387#1
823051186#4
316354387#1
823051186#4
-586684993#2
-126108295
-4811292
939208039
4807773#2
31626956#6
31626956#6
31626956#6
31626956#3
31626956#3
23196347
31626956#6
31626956#6
31626956#6
1235180538
1235180538
387117390
-23119545
31626945#1
903117232#1
231875723
23534522#1
-431767318#0
481324299
23192896#1
-691544919
4807880#0
823051186#4
823051186#4
823051186#4
823051188#1
823051188#1
4807768#2
-4811548#0
464511675
23312956#2
31626930
823051185#4
-392441930
-392441930
23174411
31626956#9
31626956#9
31626956#9
31626945#2
4807770#1
4807770#1
4807770#1
24620747#1
31626938#1
23196348
4807773#1
4807773#3
263704867#1
23312963#0
4807770#1
47241806#2
-611781710#0
10419530#2
911891328#0
23736861#1
23736861#1
23312963#1
-32197056#1
41390564
47241806#3
1125865668
47241806#3
47241806#3
23184029
281967837#1
387296035#6
23320804#3
290461455#1
387401262#3
54883366#1
-54883366#2
23184031
54883366#2
23093187#0
-17096975#2
-54883018#1
693946708
103598731
31626956#6
-25929229#0
31626956#3
-77250268#3
10419530#1
