edge
38360677#1
17096030#0
156260255#1
24008855#1
24008855#2
24008855#1
77501844#0
24437026#0
24791523
24791523
24791523
24791523
203029091#0
203029091#0
24437026#1
24437026#1
24781192#0
-39640939#0
23442538#26
-23537463#10
-27324202#1
-27324202#1
31828752#0
31828759#0
31828759#1
31828756#1
31828752#10
27324110#0
1103106604#0
30769179#1
8576730#0
26249173#3
8576730#0
30760067#0
-24511285#2
30769179#1
423481777
-292876199#3
24008855#2
24008855#3
627563497#1
24008855#2
-292876199#2
694075476#0
627563497#1
627563497#1
24008855#2
24008855#2
1169441395#1
1169441401
36975135#0
36975135#1
36975135#1
-25996226#1
23320721
-4807837#1
38484933#8
-23537463#7
-23537463#8
596803997
96414313#0
25812046#0
1029381413#1
272673701#0
274617000#1
274617000#0
272673682#1
272673682#1
272673682#1
272673682#1
272673682#1
272673703#1
272673682#1
272673682#1
272673682#1
272673682#1
-122025256#10
1180261360#1
1169441395#1
37274218#1
1180261360#4
1169441395#1
596803997
35822593#1
35822593#1
596803997
36774697#1
36774697#1
36774697#0
596803997
596803997
596803997
-25996226#0
77501844#0
145316767#2
145316767#2
145316767#0
145316767#0
145316767#1
145316767#2
145316767#2
145316767#1
23537463#11
-25996226#0
145316767#2
128873578
24008855#1
24608421#2
24608421#2
24608421#3
202572133
38360677#1
200190588#4
24957246#3
200190588#4
31828759#1
31828759#0
31828759#0
31828759#0
31828752#0
27324110#0
27324110#5
31828752#7
449241825
449241825
449240479#1
203186203
169127813#5
169127813#5
169127813#5
169127813#5
169127813#5
169127813#5
169127813#5
169127813#5
37274218#2
1183978013
-36919853#5
-36919853#4
127314433
762534125
165533832#3
762534125
234945350#2
272673695#0
-4807837#2
8576730#2
-24511285#1
-24511285#1
8576730#0
25497562#0
25497562#1
36774697#1
35822593#0
282513344#1
36774697#0
272676654
24957246#15
270569567
257018253#1
122025256#0
270569565#5
270569565#5
122025256#0
122025256#0
270569565#5
272673683
272673689
272673700
270569565#5
272673700
272673685
270569565#2
272673698
272673682#1
272673691
272673701#2
25812046#14
25812046#6
25812046#6
25812046#7
101742238
25812046#7
101742238
25812046#13
25812046#7
25812046#10
25524000#3
101742254
101742254
25523650#4
25523650#4
25523650#4
101742254
101742254
25524000#3
89290459#1
89290459#1
89290459#1
281967832#1
281967832#1
89290459#1
23725458#5
89290459#1
23725458#5
23725458#5
23725458#5
23725458#5
303259052
303259036#1
303259036#2
303259036#2
303259036#1
303259036#1
303259036#3
303259036#1
303259036#1
303259036#4
303259032
303259035#5
303259035#5
303259036#5
303259036#5
303259036#5
303259035#5
303259047
303259036#6
303259036#7
303259051
303259035#3
303259035#3
303259035#3
303259035#1
303259035#1
303259035#3
303259035#2
303259050#0
303259035#2
303259035#3
303259035#2
303259035#3
303259035#2
303259035#3
303259035#3
303259035#3
303259035#3
24008855#1
24008854
24008855#1
24008855#1
24008855#1
24008855#1
24008855#1
379541855#0
387401255#1
24608397#0
-970380576
23176410#3
975384938
38360676#1
23176410#3
-31626938#1
-31626938#2
314596701
23176407
-31626938#2
24008847#1
36779463
36779463
36779463
36779463
36779463
36779463
36779463
36779463
36779463
36779463
36779463
36779463
36779463
36779463
36779463
36779463
24008855#1
24008855#1
24008855#1
24008855#1
24008855#1
24008855#1
24008855#1
24008855#1
24008855#1
24008855#1
24008855#1
24008855#1
24008855#1
24008855#1
24008855#1
24008855#2
24008855#2
24008855#2
24008855#2
24008855#2
269512770
269512770
269512770
269512770
269512770
269512770
23442538#2
269512770
806491569#0
269512770
233665568#1
269512770
233665568#1
-806491573#0
233665568#1
233665568#1
233665568#1
233665568#1
233665568#1
233665568#1
13861894#2
13861894#2
13861894#2
13861894#1
13861894#1
13861897
13861897
13861897
223315211#0
223315212
316335639#0
316335639#1
1191497055
316335639#2
316335639#3
13861894#1
26738365
26738365
438385894
1254902478#1
1254902478#1
26738118
694012888#3
562273432#0
562273432#0
562273432#0
694012904
694012904
562273432#0
694012904
562273432#0
-23320720#8
366030054#1
46165363#0
46165363#3
-23320720#10
-1201353562
31646611#1
31646611#1
-1201353562
-1201353562
13861894#1
1181389667
462879705#4
165533832#3
624067058
-234945334
38360677#1
128873578
38360677#2
23176410#0
39640940#16
266632987
266632987
266632987
266632986#0
266632986#0
266632986#0
688046973
688046973
-688058463
-688058463
-688058463
33073778#2
33073778#2
33073778#2
-36919853#3
-36919853#5
-36919853#5
145316767#0
1234282629
303259050#1
23093004#0
23093004#1
23093004#2
23093004#2
23093004#2
23093004#2
303259036#7
23093004#3
24008854
24008855#1
24008855#1
24008855#1
36919855#0
1169441398
